id,gender,age,famsize
3219,female,38,1
3220,female,22,2
3221,female,41,3
3222,male,59,1
3223,female,39,3
3224,female,24,2
3225,female,58,4
3226,female,48,3
3227,male,40,2
3228,female,32,4
3229,female,50,3
3230,female,18,4
3231,male,41,3
3232,female,54,2
3233,female,59,5
3234,female,51,3
3235,male,29,1
3236,female,50,4
3237,female,56,4
3238,male,49,5
3239,female,20,5
3240,male,34,1
3241,female,55,3
3242,male,47,5
3243,female,48,4
3244,female,50,1
3245,male,45,1
3246,male,44,4
3247,female,50,5
3248,female,46,4
3249,female,19,4
3250,female,29,5
3251,female,18,1
3252,female,34,1
3253,male,45,5
3254,male,46,3
3255,female,20,1
3256,female,58,3
3257,male,34,3
3258,female,44,3
3259,male,41,2
3260,female,21,3
3261,female,19,4
3262,female,22,2
3263,female,45,4
3264,female,47,5
3265,female,58,1
3266,female,43,4
3267,male,26,5
3268,male,18,4
3269,female,39,2
3270,female,28,5
3271,female,20,3
3272,female,51,3
3273,female,57,4
3274,male,40,4
3275,male,18,1
3276,female,20,2
3277,male,55,1
3278,male,41,1
3279,female,44,4
3280,male,50,2
3281,female,33,5
3282,male,46,1
3283,female,19,3
3284,female,18,5
3285,male,31,3
3286,male,19,5
3287,female,38,3
3288,male,51,3
3289,female,23,1
3290,female,48,3
3291,male,50,4
3292,male,50,3
3293,female,29,4
3294,male,50,1
3295,female,48,4
3296,male,44,3
3297,male,51,2
3298,female,37,2
3299,male,43,3
3300,male,30,5
3301,male,53,2
3302,female,23,1
3303,female,24,5
3304,male,55,5
3305,female,40,1
3306,male,31,5
3307,male,19,2
3308,female,40,4
3309,male,40,1
3310,male,43,5
3311,female,49,4
3312,male,54,3
3313,female,54,2
3314,female,37,3
3315,male,19,3
3316,male,52,3
3317,male,34,4
3318,female,59,1
3319,male,37,2
3320,female,23,1
3321,male,44,4
3322,male,32,5
3323,female,38,3
3324,male,40,2
3325,female,25,5
3326,female,42,5
3327,male,25,5
3328,female,49,2
3329,male,31,5
3330,male,32,3
3331,female,50,3
3332,female,56,2
3333,female,18,5
3334,female,24,1
3335,female,42,5
3336,male,27,1
3337,male,34,3
3338,female,47,5
3339,female,46,4
3340,female,54,2
3341,male,39,2
3342,male,58,4
3343,female,21,2
3344,male,49,2
3345,female,19,3
3346,female,55,1
3347,female,50,2
3348,female,35,1
3349,male,23,1
3350,male,39,3
3351,female,33,3
3352,female,45,5
3353,female,52,2
3354,female,26,1
3355,male,48,2
3356,male,51,1
3357,female,43,3
3358,female,33,2
3359,female,39,5
3360,male,50,5
3361,female,38,4
3362,male,18,5
3363,male,26,2
3364,male,52,1
3365,male,21,5
3366,female,26,2
3367,female,29,2
3368,female,47,1
3369,male,21,4
3370,female,48,3
3371,male,59,5
3372,male,31,1
3373,female,44,2
3374,female,45,2
3375,female,57,4
3376,male,37,5
3377,female,46,5
3378,female,49,1
3379,female,58,4
3380,female,49,4
3381,female,24,3
3382,male,53,2
3383,female,38,5
3384,male,56,5
3385,male,21,2
3386,male,23,4
3387,male,28,3
3388,female,38,5
3389,female,30,2
3390,female,56,4
3391,female,34,1
3392,male,43,3
3393,female,23,1
3394,female,39,3
3395,female,44,2
3396,male,26,4
3397,male,55,1
3398,female,40,4
3399,female,53,2
3400,female,45,2
3401,female,20,2
3402,female,53,1
3403,female,20,4
3404,female,46,1
3405,female,21,4
3406,male,19,5
3407,female,48,5
3408,female,18,4
3409,female,49,5
3410,male,25,4
3411,female,18,1
3412,male,55,4
3413,female,21,4
3414,male,19,1
3415,female,46,4
3416,male,31,2
3417,female,38,3
3418,male,33,3
3419,male,21,2
3420,female,23,3
3421,male,36,4
3422,female,23,4
3423,male,48,4
3424,female,53,1
3425,female,55,3
3426,female,44,1
3427,female,53,3
3428,female,19,5
3429,female,55,1
3430,female,43,2
3431,male,32,1
3432,female,37,3
3433,female,48,5
3434,male,50,2
3435,female,52,2
3436,male,31,5
3437,female,34,1
3438,female,20,1
3439,male,20,3
3440,male,46,2
3441,male,59,4
3442,female,31,1
3443,female,27,5
3444,female,19,3
3445,female,29,3
3446,female,56,2
3447,female,50,2
3448,female,22,3
3449,female,22,2
3450,male,58,3
3451,male,54,5
3452,female,33,1
3453,female,37,1
3454,female,29,2
3455,female,45,5
3456,female,46,3
3457,male,18,3
3458,female,54,3
3459,male,19,5
3460,male,32,3
3461,female,37,4
3462,male,45,5
3463,male,25,2
3464,female,30,3
3465,male,46,5
3466,male,28,5
3467,male,33,4
3468,female,24,2
3469,female,49,4
3470,male,23,1
3471,female,49,3
3472,female,38,5
3473,female,34,4
3474,female,38,5
3475,male,54,1
3476,male,29,5
3477,male,35,1
3478,male,47,3
3479,male,43,5
3480,female,44,2
3481,female,29,1
3482,male,32,4
3483,female,37,5
3484,female,56,4
3485,male,50,1
3486,female,51,5
3487,male,33,1
3488,female,44,2
3489,female,45,5
3490,male,47,1
3491,male,32,5
3492,male,39,4
3493,female,48,5
3494,female,25,3
3495,female,25,3
3496,female,32,4
3497,female,34,2
3498,female,53,3
3499,female,57,3
3500,male,59,5
3501,male,20,5
3502,female,26,5
3503,female,55,4
3504,female,37,5
3505,female,50,4
3506,female,58,1
3507,female,33,1
3508,male,57,3
3509,female,38,4
3510,female,48,2
3511,male,31,3
3512,female,20,1
3513,male,50,5
3514,male,21,1
3515,female,55,1
3516,female,24,4
3517,female,43,2
3518,female,55,2
3519,female,49,1
3520,female,38,5
3521,male,33,4
3522,female,59,5
3523,female,28,3
3524,female,45,2
3525,female,28,4
3526,male,41,3
3527,female,38,4
3528,female,49,2
3529,female,46,2
3530,female,27,1
3531,female,41,1
3532,male,18,1
3533,female,20,3
3534,female,25,1
3535,female,20,2
3536,male,35,1
3537,male,43,4
3538,female,26,2
3539,female,32,5
3540,male,27,1
3541,male,49,5
3542,female,24,2
3543,male,23,2
3544,male,19,2
3545,female,54,5
3546,female,38,3
3547,female,41,1
3548,male,35,4
3549,female,25,5
3550,male,24,5
3551,female,47,2
3552,male,48,3
3553,female,33,3
3554,female,58,2
3555,female,27,2
3556,female,29,3
3557,male,26,4
3558,male,36,1
3559,female,51,5
3560,female,38,1
3561,male,30,2
3562,male,54,2
3563,female,52,1
3564,female,25,2
3565,male,31,1
3566,female,36,4
3567,male,20,2
3568,female,52,2
3569,female,44,3
3570,female,57,5
3571,female,28,3
3572,female,53,1
3573,male,50,2
3574,male,25,4
3575,female,58,4
3576,female,29,1
3577,female,43,3
3578,female,50,1
3579,female,38,1
3580,male,31,3
3581,male,42,1
3582,female,54,1
3583,female,48,4
3584,male,51,5
3585,female,52,5
3586,male,33,1
3587,female,56,2
3588,female,59,3
3589,female,53,4
3590,male,32,3
3591,female,53,3
3592,male,55,5
3593,female,44,2
3594,female,54,2
3595,female,30,3
3596,male,21,1
3597,female,57,5
3598,male,44,2
3599,male,29,4
3600,female,26,1
3601,female,45,4
3602,female,46,3
3603,female,29,3
3604,female,18,4
3605,female,47,2
3606,female,18,4
3607,female,49,4
3608,male,46,5
3609,female,59,1
3610,male,46,5
3611,male,42,5
3612,female,33,4
3613,male,42,5
3614,male,43,5
3615,female,42,1
3616,female,38,2
3617,female,25,1
3618,male,19,2
3619,female,25,1
3620,male,29,1
3621,female,21,1
3622,female,26,5
3623,female,50,3
3624,female,46,2
3625,male,27,5
3626,female,59,4
3627,female,23,3
3628,female,47,2
3629,male,40,3
3630,female,23,2
3631,female,26,1
3632,male,51,1
3633,female,36,2
3634,female,34,5
3635,male,48,4
3636,male,22,4
3637,female,44,3
3638,female,53,1
3639,male,47,3
3640,female,37,3
3641,female,57,2
3642,female,50,4
3643,female,44,5
3644,female,53,2
3645,female,19,1
3646,female,45,3
3647,female,58,1
3648,female,43,2
3649,female,21,2
3650,female,22,1
3651,female,37,2
3652,male,39,5
3653,female,33,4
3654,female,52,2
3655,female,21,2
3656,male,26,3
3657,male,51,4
3658,female,19,3
3659,female,19,4
3660,female,18,3
3661,female,39,3
3662,male,23,4
3663,female,45,2
3664,female,41,1
3665,female,31,2
3666,male,32,3
3667,male,53,1
3668,female,18,4
3669,female,36,2
3670,male,40,1
3671,female,57,4
3672,male,27,4
3673,male,38,3
3674,female,23,2
3675,male,20,4
3676,female,25,5
3677,female,56,1
3678,female,19,4
3679,male,54,1
3680,female,27,1
3681,female,24,4
3682,male,58,3
3683,female,46,5
3684,female,56,4
3685,female,53,4
3686,male,18,4
3687,female,57,4
3688,male,51,2
3689,female,38,4
3690,female,56,5
3691,female,44,1
3692,male,41,3
3693,female,49,2
3694,female,24,4
3695,female,50,1
3696,male,36,3
3697,female,38,4
3698,female,49,5
3699,female,53,1
3700,female,57,3
3701,female,21,4
3702,female,19,5
3703,male,39,1
3704,female,19,4
3705,female,31,5
3706,female,39,1
3707,male,36,3
3708,female,50,1
3709,female,24,2
3710,female,40,5
3711,female,56,4
3712,female,18,2
3713,female,18,4
3714,female,20,2
3715,female,30,3
3716,male,38,4
3717,male,32,1
3718,female,59,2
3719,male,50,4
3720,female,32,5
3721,male,44,2
3722,female,51,2
3723,female,19,1
3724,female,34,3
3725,male,32,4
3726,female,38,5
3727,male,54,4
3728,female,47,2
3729,female,50,4
3730,female,40,3
3731,female,26,1
3732,female,45,3
3733,female,36,1
3734,female,57,4
3735,male,52,3
3736,female,24,3
3737,female,41,5
3738,female,24,4
3739,female,26,3
3740,female,18,3
3741,female,52,3
3742,female,27,2
3743,female,44,1
3744,male,32,2
3745,female,28,3
3746,female,49,1
3747,male,59,4
3748,male,57,4
3749,female,48,2
3750,female,46,4
3751,female,56,2
3752,female,26,2
3753,female,43,1
3754,female,54,4
3755,female,32,5
3756,male,38,1
3757,male,23,5
3758,female,35,1
3759,male,39,4
3760,female,23,4
3761,male,42,3
3762,female,44,5
3763,female,35,1
3764,male,28,4
3765,female,39,3
3766,female,58,3
3767,female,52,3
3768,female,28,2
3769,female,39,1
3770,female,31,4
3771,female,19,2
3772,male,19,1
3773,female,38,3
3774,female,24,1
3775,male,19,1
3776,male,47,3
3777,male,58,2
3778,female,39,4
3779,male,57,4
3780,female,37,5
3781,female,51,4
3782,male,39,4
3783,male,20,3
3784,female,48,1
3785,female,30,3
3786,female,42,3
3787,female,46,3
3788,male,27,4
3789,male,28,3
3790,female,56,2
3791,male,47,2
3792,female,34,1
3793,female,23,5
3794,female,47,3
3795,female,55,1
3796,female,27,2
3797,male,53,2
3798,male,18,4
3799,male,28,4
3800,female,22,2
3801,male,23,4
3802,male,21,4
3803,male,49,3
3804,female,29,2
3805,female,28,4
3806,male,55,5
3807,female,56,1
3808,female,49,1
3809,male,52,5
3810,female,23,5
3811,female,42,1
3812,female,33,4
3813,female,40,5
3814,male,36,4
3815,female,54,4
3816,female,35,5
3817,male,59,2
3818,male,33,5
3819,female,28,3
3820,male,57,4
3821,female,43,3
3822,female,45,1
3823,female,56,1
3824,male,31,5
3825,female,29,3
3826,female,24,3
3827,female,53,3
3828,female,32,2
3829,male,50,5
3830,female,44,1
3831,female,35,2
3832,male,46,3
3833,female,43,5
3834,male,32,1
3835,male,49,4
3836,male,46,1
3837,female,30,1
3838,male,44,2
3839,male,53,2
3840,male,18,1
3841,male,44,2
3842,female,56,2
3843,male,52,3
3844,female,50,5
3845,male,30,2
3846,male,51,2
3847,female,56,4
3848,female,20,5
3849,male,53,4
3850,female,55,2
3851,male,53,1
3852,male,36,4
3853,female,38,1
3854,female,49,2
3855,female,59,5
3856,female,24,5
3857,female,24,2
3858,female,58,3
3859,female,33,4
3860,female,43,3
3861,male,24,1
3862,female,49,2
3863,male,47,4
3864,female,50,3
3865,female,43,2
3866,male,36,5
3867,male,43,4
3868,female,59,5
3869,female,31,3
3870,female,31,3
3871,female,51,4
3872,female,36,4
3873,female,30,2
3874,female,41,1
3875,male,31,4
3876,female,40,4
3877,female,19,1
3878,female,46,5
3879,female,44,5
3880,female,37,1
3881,male,18,5
3882,female,35,5
3883,male,33,3
3884,female,33,1
3885,male,58,1
3886,male,38,1
3887,female,49,5
3888,female,24,3
3889,female,43,4
3890,male,21,5
3891,female,37,5
3892,female,31,2
3893,female,19,5
3894,male,44,5
3895,female,49,5
3896,female,27,3
3897,female,54,5
3898,female,32,5
3899,female,28,1
3900,female,24,1
3901,male,45,4
3902,female,53,3
3903,male,57,3
3904,male,33,4
3905,female,25,2
3906,female,38,4
3907,female,27,5
3908,female,56,5
3909,female,55,3
3910,female,28,2
3911,male,56,5
3912,female,58,2
3913,male,21,5
3914,female,27,2
3915,male,26,1
3916,female,29,4
3917,female,46,4
3918,female,21,1
3919,female,22,3
3920,female,58,3
3921,female,50,3
3922,male,47,4
3923,male,53,3
3924,male,19,5
3925,female,21,3
3926,female,42,3
3927,male,52,3
3928,female,32,5
3929,male,58,4
3930,female,33,4
3931,female,27,2
3932,male,42,4
3933,female,44,5
3934,female,38,4
3935,female,44,4
3936,female,56,5
3937,female,53,3
3938,female,36,2
3939,female,56,4
3940,male,55,3
3941,female,39,5
3942,male,32,4
3943,female,39,2
3944,female,30,5
3945,female,28,4
3946,female,56,3
3947,female,31,2
3948,female,22,5
3949,male,52,5
3950,female,54,1
3951,female,39,1
3952,female,37,1
3953,female,45,3
3954,female,22,5
3955,female,40,1
3956,female,36,5
3957,female,53,2
3958,male,38,3
3959,female,18,5
3960,female,59,2
3961,male,40,4
3962,male,21,5
3963,male,44,4
3964,female,57,3
3965,female,35,2
3966,male,21,3
3967,female,28,5
3968,female,44,2
3969,female,49,1
3970,female,23,1
3971,female,20,4
3972,male,28,4
3973,female,38,3
3974,female,18,4
3975,female,46,4
3976,male,18,1
3977,female,55,2
3978,female,52,2
3979,female,23,4
3980,male,40,3
3981,female,31,2
3982,female,20,5
3983,female,48,4
3984,male,19,4
3985,female,52,5
3986,female,49,5
3987,female,38,2
3988,male,54,1
3989,female,26,2
3990,male,35,2
3991,female,48,2
3992,female,54,2
3993,female,20,2
3994,female,32,5
3995,male,40,3
3996,female,54,3
3997,male,41,5
3998,female,59,1
3999,female,40,3
4000,male,54,2
4001,male,20,4
4002,female,28,4
4003,female,53,3
4004,female,33,3
4005,female,50,3
4006,male,36,4
4007,female,22,1
4008,male,41,4
4009,female,20,1
4010,male,21,3
4011,male,47,2
4012,female,23,1
4013,female,46,5
4014,female,45,2
4015,male,24,3
4016,female,45,4
4017,male,48,3
4018,female,54,1
4019,male,39,3
4020,male,35,2
4021,female,33,3
4022,female,26,4
4023,male,31,2
4024,female,32,3
4025,male,24,3
4026,female,53,5
4027,male,29,3
4028,male,30,1
4029,male,58,1
4030,female,55,1
4031,female,39,4
4032,male,28,2
4033,male,57,5
4034,male,35,4
4035,female,46,4
4036,male,24,1
4037,female,59,3
4038,male,24,1
4039,male,18,4
4040,female,37,4
4041,male,52,1
4042,male,20,5
4043,female,38,2
4044,male,59,4
4045,male,52,2
4046,male,28,3
4047,female,52,5
4048,female,50,4
4049,male,23,2
4050,female,59,1
4051,female,36,1
4052,male,26,3
4053,male,26,3
4054,female,19,2
4055,male,32,3
4056,female,21,5
4057,female,50,2
4058,female,37,1
4059,female,35,3
4060,female,35,2
4061,female,38,5
4062,female,29,4
4063,female,34,3
4064,female,20,3
4065,male,54,3
4066,female,50,3
4067,female,19,2
4068,female,47,5
4069,male,55,1
4070,female,43,3
4071,female,44,5
4072,male,38,3
4073,female,34,2
4074,female,41,3
4075,male,35,2
4076,female,21,3
4077,male,50,5
4078,male,52,4
4079,female,41,2
4080,female,37,3
4081,male,48,4
4082,male,38,2
4083,female,59,5
4084,female,38,2
4085,male,48,2
4086,male,28,1
4087,male,36,4
4088,female,56,2
4089,female,48,5
4090,female,33,2
4091,male,49,1
4092,male,34,5
4093,female,28,4
4094,male,29,1
4095,male,43,3
4096,male,25,2
4097,female,44,1
4098,female,38,1
4099,female,52,1
4100,female,26,3
4101,male,25,2
4102,male,40,4
4103,male,42,1
4104,male,21,4
4105,male,52,4
4106,male,48,2
4107,female,22,3
4108,female,55,1
4109,male,58,1
4110,male,21,5
4111,male,24,4
4112,female,28,4
4113,female,55,3
4114,male,26,5
4115,female,20,3
4116,female,41,5
4117,female,32,5
4118,male,56,4
4119,female,42,5
4120,female,54,2
4121,female,47,3
4122,female,37,5
4123,female,50,5
4124,female,42,2
4125,female,33,2
4126,female,27,3
4127,male,49,3
4128,female,52,4
4129,female,47,3
4130,female,20,5
4131,male,54,5
4132,female,23,5
4133,female,28,3
4134,male,58,5
4135,female,47,2
4136,male,27,5
4137,female,42,1
4138,female,57,5
4139,male,57,1
4140,male,25,4
4141,female,24,1
4142,female,31,3
4143,male,24,5
4144,female,45,4
4145,female,40,4
4146,female,21,1
4147,female,59,3
4148,female,29,5
4149,female,37,2
4150,female,46,1
4151,female,32,5
4152,male,26,3
4153,female,29,4
4154,female,53,4
4155,female,39,2
4156,female,29,3
4157,female,41,1
4158,female,42,3
4159,female,57,1
4160,female,36,2
4161,female,40,5
4162,female,24,2
4163,male,26,1
4164,female,40,2
4165,female,49,5
4166,female,37,3
4167,female,55,4
4168,male,45,3
4169,male,57,1
4170,male,35,2
4171,female,39,2
4172,male,35,3
4173,female,21,4
4174,female,30,5
4175,female,25,3
4176,female,22,3
4177,male,32,1
4178,female,25,4
4179,female,53,3
4180,female,55,2
4181,female,22,4
4182,male,48,4
4183,male,38,4
4184,male,29,4
4185,female,55,1
4186,female,54,4
4187,male,50,2
4188,female,56,5
4189,male,32,5
4190,male,25,4
4191,female,23,1
4192,female,18,5
4193,male,51,2
4194,female,33,4
4195,female,56,1
4196,female,28,5
4197,male,31,2
4198,female,41,3
4199,female,48,3
4200,female,40,5
4201,female,33,4
4202,male,24,2
4203,male,37,5
4204,female,21,1
4205,female,36,3
4206,male,29,5
4207,female,53,3
4208,female,46,5
4209,male,38,5
4210,male,59,1
4211,male,18,3
4212,female,57,4
4213,female,24,4
4214,female,58,4
4215,female,56,2
4216,female,20,4
4217,male,50,3
4218,female,19,2
4219,female,58,2
4220,female,56,4
4221,male,30,3
4222,female,20,4
4223,male,21,3
4224,female,48,1
4225,female,57,4
4226,male,29,4
4227,male,56,1
4228,male,40,4
4229,male,37,1
4230,female,46,3
4231,male,49,1
4232,female,47,2
4233,female,35,5
4234,female,51,3
4235,female,23,5
4236,female,57,2
4237,female,19,2
4238,female,44,1
4239,male,58,3
4240,male,18,2
4241,female,36,4
4242,male,30,5
4243,female,41,1
4244,female,32,1
4245,female,23,1
4246,female,54,3
4247,female,49,4
4248,male,29,3
4249,male,46,5
4250,male,43,1
4251,female,49,2
4252,female,35,4
4253,male,35,1
4254,female,21,4
4255,male,31,1
4256,female,34,3
4257,female,19,1
4258,female,30,2
4259,female,47,4
4260,male,32,5
4261,female,34,5
4262,male,18,2
4263,male,23,4
4264,male,48,3
4265,female,33,1
4266,female,40,2
4267,female,50,3
4268,female,18,3
4269,female,31,3
4270,female,48,5
4271,male,51,3
4272,female,57,4
4273,female,31,1
4274,female,43,3
4275,female,36,3
4276,female,44,5
4277,male,49,4
4278,female,46,1
4279,male,25,5
4280,female,25,1
4281,female,19,5
4282,female,25,3
4283,female,40,3
4284,male,47,1
4285,female,21,1
4286,male,24,1
4287,male,55,1
4288,male,40,3
4289,female,19,5
4290,female,26,4
4291,female,25,5
4292,female,55,4
4293,female,25,3
4294,female,21,2
4295,female,44,5
4296,female,31,1
4297,female,59,5
4298,male,36,4
4299,female,23,4
4300,female,23,2
4301,male,24,5
4302,female,52,4
4303,male,18,2
4304,female,20,1
4305,male,28,3
4306,male,58,5
4307,female,52,2
4308,male,24,1
4309,female,26,3
4310,male,56,5
4311,female,42,2
4312,male,41,3
4313,female,36,3
4314,female,33,5
4315,male,53,1
4316,female,50,5
4317,female,46,3
4318,female,21,1
4319,female,33,2
4320,female,50,1
4321,female,33,2
4322,female,35,5
4323,female,50,1
4324,female,42,1
4325,female,35,5
4326,female,36,5
4327,female,29,2
4328,female,43,5
4329,female,32,1
4330,male,41,4
4331,male,39,2
4332,male,25,2
4333,female,22,1
4334,female,27,3
4335,female,46,5
4336,female,20,5
4337,female,49,3
4338,female,50,5
4339,female,55,3
4340,female,31,4
4341,female,56,2
4342,female,37,5
4343,female,22,5
4344,female,45,1
4345,male,40,3
4346,female,57,2
4347,male,56,4
4348,female,30,4
4349,female,58,3
4350,male,51,4
4351,female,21,1
4352,female,19,5
4353,male,34,4
4354,female,20,3
4355,male,42,4
4356,female,55,1
4357,female,26,2
4358,male,56,3
4359,female,52,2
4360,female,29,3
4361,male,46,4
4362,male,44,1
4363,female,45,5
4364,male,34,4
4365,female,43,1
4366,female,21,5
4367,female,30,1
4368,female,40,2
4369,male,50,3
4370,female,33,1
4371,male,58,5
4372,female,23,1
4373,male,18,1
4374,female,28,2
4375,male,37,3
4376,female,30,1
4377,male,34,4
4378,male,54,2
4379,female,48,4
4380,female,39,5
4381,female,46,2
4382,female,34,1
4383,female,56,3
4384,male,40,3
4385,female,53,4
4386,female,45,1
4387,female,31,3
4388,female,50,1
4389,male,47,3
4390,male,27,5
4391,male,35,2
4392,female,18,1
4393,male,32,3
4394,male,24,2
4395,male,40,4
4396,male,39,4
4397,female,45,4
4398,female,48,4
4399,male,37,4
4400,male,18,5
4401,male,59,1
4402,female,26,4
4403,female,41,1
4404,female,45,1
4405,female,18,2
4406,female,50,2
4407,female,34,1
4408,female,32,3
4409,male,40,5
4410,male,46,2
4411,female,49,3
4412,female,39,4
4413,female,46,4
4414,male,23,3
4415,female,42,5
4416,female,45,1
4417,female,29,3
4418,male,45,4
4419,male,53,1
4420,female,23,2
4421,male,49,1
4422,female,34,4
4423,male,38,1
4424,female,26,5
4425,female,22,3
4426,female,24,3
4427,female,42,2
4428,female,46,3
4429,female,57,5
4430,female,25,3
4431,female,26,4
4432,male,33,2
4433,male,23,5
4434,male,46,4
4435,female,39,4
4436,female,57,3
4437,male,34,1
4438,female,35,3
4439,female,25,3
4440,female,42,5
4441,female,38,5
4442,female,34,3
4443,male,20,4
4444,female,32,5
4445,male,29,2
4446,female,25,3
4447,female,36,1
4448,female,40,4
4449,female,57,3
4450,male,43,1
4451,female,38,5
4452,female,44,1
4453,female,37,2
4454,female,25,2
4455,female,31,3
4456,male,34,5
4457,male,42,3
4458,female,55,4
4459,female,42,5
4460,male,55,5
4461,female,53,3
4462,male,39,4
4463,male,19,4
4464,male,36,2
4465,female,28,2
4466,male,30,4
4467,female,18,3
4468,female,29,2
4469,female,37,3
4470,male,42,4
4471,male,36,4
4472,male,50,3
4473,female,43,3
4474,female,48,4
4475,female,36,5
4476,male,45,2
4477,female,55,1
4478,female,21,3
4479,male,28,5
4480,male,45,1
4481,female,30,4
4482,female,26,3
4483,female,42,2
4484,female,55,4
4485,female,50,1
4486,female,36,1
4487,female,35,4
4488,male,53,3
4489,male,21,1
4490,female,59,5
4491,male,31,4
4492,female,56,1
4493,male,44,2
4494,female,58,2
4495,male,36,4
4496,female,51,5
4497,female,48,1
4498,female,51,1
4499,female,36,4
4500,female,32,1
4501,female,57,3
4502,female,31,4
4503,female,49,5
4504,male,21,5
4505,male,36,2
4506,male,22,2
4507,female,21,5
4508,female,43,5
4509,female,32,5
4510,male,46,1
4511,female,55,1
4512,female,36,4
4513,female,56,5
4514,female,53,4
4515,male,28,4
4516,female,51,5
4517,female,52,3
4518,female,37,2
4519,female,31,1
4520,male,45,1
4521,female,19,4
4522,female,37,2
4523,female,30,3
4524,female,30,2
4525,female,59,2
4526,female,28,5
4527,female,26,3
4528,female,39,2
4529,male,18,2
4530,male,56,2
4531,male,29,1
4532,female,27,2
4533,female,42,1
4534,male,44,3
4535,female,46,1
4536,male,36,1
4537,female,35,4
4538,female,26,4
4539,female,19,1
4540,male,45,1
4541,female,48,3
4542,male,51,3
4543,female,37,2
4544,male,52,3
4545,female,58,1
4546,female,46,5
4547,female,53,4
4548,female,55,4
4549,female,20,5
4550,male,22,4
4551,male,48,1
4552,male,24,2
4553,female,28,5
4554,male,56,3
4555,male,22,4
4556,female,34,5
4557,female,33,1
4558,female,35,5
4559,female,55,5
4560,male,49,1
4561,female,58,5
4562,male,52,4
4563,male,42,5
4564,female,24,1
4565,female,43,4
4566,female,30,3
4567,female,34,1
4568,female,39,5
4569,female,43,5
4570,female,51,1
4571,male,27,2
4572,male,57,5
4573,male,50,3
4574,male,24,2
4575,male,27,2
4576,female,51,4
4577,female,46,1
4578,male,35,1
4579,male,49,2
4580,male,25,5
4581,female,46,5
4582,female,55,3
4583,male,24,1
4584,male,33,2
4585,female,55,4
4586,female,57,5
4587,female,47,2
4588,male,46,4
4589,female,25,4
4590,male,34,5
4591,female,34,2
4592,male,42,5
4593,male,51,2
4594,female,54,2
4595,female,41,4
4596,male,29,1
4597,male,55,5
4598,male,51,3
4599,female,48,3
4600,male,57,1
4601,male,38,3
4602,male,38,5
4603,female,36,2
4604,female,46,4
4605,female,52,3
4606,female,49,2
4607,male,31,5
4608,female,27,2
4609,female,40,4
4610,male,32,4
4611,female,50,1
4612,female,21,5
4613,male,34,2
4614,female,47,4
4615,female,32,2
4616,female,50,4
4617,female,28,5
4618,female,18,1
4619,female,55,5
4620,female,45,2
4621,male,32,5
4622,female,53,3
4623,male,56,5
4624,female,22,5
4625,female,44,2
4626,male,31,4
4627,male,48,2
4628,female,37,3
4629,female,21,2
4630,female,56,2
4631,male,21,1
4632,male,20,2
4633,male,44,4
4634,female,28,5
4635,female,34,3
4636,female,20,2
4637,female,41,1
4638,female,30,2
4639,male,18,2
4640,female,20,2
4641,female,21,5
4642,female,43,1
4643,female,27,2
4644,female,21,2
4645,female,18,3
4646,male,40,1
4647,female,51,3
4648,male,26,2
4649,female,58,5
4650,female,58,4
4651,female,33,3
4652,female,36,4
4653,female,39,2
4654,male,58,4
4655,male,58,5
4656,female,27,3
4657,female,56,4
4658,male,18,1
4659,male,22,2
4660,female,35,3
4661,male,32,2
4662,male,19,1
4663,female,50,1
4664,male,53,5
4665,female,22,3
4666,male,29,1
4667,female,26,3
4668,male,36,1
4669,male,23,4
4670,male,43,3
4671,female,26,3
4672,male,49,1
4673,female,36,3
4674,female,23,5
4675,female,22,5
4676,female,24,1
4677,female,39,2
4678,female,42,4
4679,female,49,4
4680,male,20,4
4681,female,51,3
4682,female,31,3
4683,female,30,3
4684,female,43,5
4685,male,40,2
4686,male,48,2
4687,male,49,1
4688,male,50,2
4689,female,58,1
4690,male,47,2
4691,female,24,5
4692,female,56,5
4693,male,50,2
4694,female,37,1
4695,male,20,2
4696,female,23,5
4697,female,43,3
4698,female,18,5
4699,male,44,3
4700,female,52,3
4701,female,35,2
4702,male,50,5
4703,male,28,3
4704,male,41,1
4705,female,40,3
4706,female,26,2
4707,male,37,5
4708,female,30,2
4709,female,53,3
4710,female,52,3
4711,male,56,4
4712,female,41,4
4713,male,34,3
4714,female,38,1
4715,male,28,5
4716,male,56,3
4717,female,25,3
4718,female,48,4
4719,female,37,4
4720,female,26,4
4721,male,45,3
4722,male,21,2
4723,female,35,1
4724,female,23,2
4725,male,28,3
4726,female,54,3
4727,female,46,1
4728,male,47,5
4729,male,34,5
4730,female,46,3
4731,female,19,1
4732,female,26,3
4733,female,44,5
4734,female,27,5
4735,male,40,5
4736,female,34,5
4737,female,20,1
4738,male,33,1
4739,male,39,5
4740,female,48,3
4741,female,49,3
4742,female,26,1
4743,female,37,3
4744,female,39,4
4745,female,58,4
4746,male,38,5
4747,female,26,4
4748,male,36,2
4749,female,18,3
4750,male,34,1
4751,male,22,1
4752,male,46,3
4753,male,37,1
4754,female,27,4
4755,female,50,5
4756,male,47,3
4757,female,49,2
4758,female,44,1
4759,female,32,2
4760,female,45,5
4761,female,20,3
4762,female,25,2
4763,female,31,3
4764,female,25,3
4765,female,38,2
4766,female,19,2
4767,female,50,5
4768,female,57,1
4769,female,21,1
4770,female,40,3
4771,female,53,2
4772,female,40,5
